Reference	Prediction	Ref_char	Pred_char	F_score_char	Precision_char	Recall_char
nɯ ra ci nɯ kɯ jɤ́wɣtsɯm ɯkhɯkha rɤɣo ra chɯnɯβze pjɤŋu	nɯra ci nɯ kɯ jɤ́wɣtsɯm ɯkhɯkha rɤɣo ra chɯnɯβze pjɤŋu	['n', 'ɯ', 'S', 'r', 'a', 'S', 'c', 'i', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'j', 'ɤ', '́', 'w', 'ɣ', 't', 's', 'ɯ', 'm', 'S', 'ɯ', 'k', 'h', 'ɯ', 'k', 'h', 'a', 'S', 'r', 'ɤ', 'ɣ', 'o', 'S', 'r', 'a', 'S', 'c', 'h', 'ɯ', 'n', 'ɯ', 'β', 'z', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	['n', 'ɯ', '*', 'r', 'a', 'S', 'c', 'i', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'j', 'ɤ', '́', 'w', 'ɣ', 't', 's', 'ɯ', 'm', 'S', 'ɯ', 'k', 'h', 'ɯ', 'k', 'h', 'a', 'S', 'r', 'ɤ', 'ɣ', 'o', 'S', 'r', 'a', 'S', 'c', 'h', 'ɯ', 'n', 'ɯ', 'β', 'z', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	0.958	0.96	0.996
tɕe tɤŋkhɯt jamar kɯtu tu nɯ sthɯci kɯme t	tɕe tɤŋkhɯt jamar kɯtu tu nɯsthɯci kɯme tu	['t', 'ɕ', 'e', 'S', 't', 'ɤ', 'ŋ', 'k', 'h', 'ɯ', 't', 'S', 'j', 'a', 'm', 'a', 'r', 'S', 'k', 'ɯ', 't', 'u', 'S', 't', 'u', 'S', 'n', 'ɯ', 'S', 's', 't', 'h', 'ɯ', 'c', 'i', 'S', 'k', 'ɯ', 'm', 'e', 'S', 't', '*']	['t', 'ɕ', 'e', 'S', 't', 'ɤ', 'ŋ', 'k', 'h', 'ɯ', 't', 'S', 'j', 'a', 'm', 'a', 'r', 'S', 'k', 'ɯ', 't', 'u', 'S', 't', 'u', 'S', 'n', 'ɯ', '*', 's', 't', 'h', 'ɯ', 'c', 'i', 'S', 'k', 'ɯ', 'm', 'e', 'S', 't', 'u']	0.933	0.93	0.941
tɕendɤre tɤwi nɯ kɯ tɕhi kɯfse ʑo nɯ pjɤfɕɤt tɕendɤr	tɕendɤre tɤwi nɯ kɯ tɕhi sɯfse ʑo nɯ pjɤftɕɤt tɕe tɕendɤre	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'ɤ', 'w', 'i', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'h', 'i', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'f', '*', 'ɕ', 'ɤ', 't', '*', '*', '*', '*', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'ɤ', 'w', 'i', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'h', 'i', 'S', 's', 'ɯ', 'f', 's', 'e', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'f', 't', 'ɕ', 'ɤ', 't', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.89	0.929	0.925
tɕendɤre tɯsla ɲɤɕqhlɤ	tɕendɤre tɯsla ɲɤɕqhlɤt	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'ɯ', 's', 'l', 'a', 'S', 'ɲ', 'ɤ', 'ɕ', 'q', 'h', 'l', 'ɤ', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'ɯ', 's', 'l', 'a', 'S', 'ɲ', 'ɤ', 'ɕ', 'q', 'h', 'l', 'ɤ', 't']	0.925	0.979	0.938
nɯra kɯ  tɯrme ra kɯ tɕe aʑo armi nɯ stu ʑo kɯmpɕɤr tusɯpanɯ ɲɯŋ	nɯra kɯ tɯrme ra kɯ tɕe aʑo ɯrmi nɯnɯ stu ʑo kɯmpɕɤr tusɯpanɯ ɲɯŋu	['n', 'ɯ', 'r', 'a', 'S', 'k', 'ɯ', 'S', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'a', 'ʑ', 'o', 'S', 'a', 'r', 'm', 'i', 'S', '*', '*', 'n', 'ɯ', 'S', 's', 't', 'u', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 't', 'u', 's', 'ɯ', 'p', 'a', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'ŋ', '*']	['n', 'ɯ', 'r', 'a', 'S', 'k', 'ɯ', 'S', '*', 't', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'a', 'ʑ', 'o', 'S', 'ɯ', 'r', 'm', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 's', 't', 'u', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 't', 'u', 's', 'ɯ', 'p', 'a', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	0.92	0.912	0.936
tɕe nɤki qhe nɯ kɯki nɯ arkɯ ɣzɯ nɯra tɕhi kɯfse ɲɯŋunɯ toti ɲɯŋu r	tɕe nɤki qhe nɤkɯki mnɯ arkɯ ɣɯ nɤki βzɯ nɯra tɕhi kɯfse ɲɯŋu toti ɲɯŋu ri	['t', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'q', 'h', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'k', 'i', 'S', '*', 'n', 'ɯ', 'S', 'a', 'r', 'k', 'ɯ', 'S', 'ɣ', '*', '*', '*', '*', '*', '*', '*', '*', 'z', 'ɯ', 'S', 'n', 'ɯ', 'r', 'a', 'S', 't', 'ɕ', 'h', 'i', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'n', 'ɯ', 'S', 't', 'o', 't', 'i', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'S', 'r', '*']	['t', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'q', 'h', 'e', 'S', 'n', '*', 'ɤ', 'k', 'ɯ', 'k', 'i', 'S', 'm', 'n', 'ɯ', 'S', 'a', 'r', 'k', 'ɯ', 'S', 'ɣ', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'β', 'z', 'ɯ', 'S', 'n', 'ɯ', 'r', 'a', 'S', 't', 'ɕ', 'h', 'i', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', '*', '*', 'S', 't', 'o', 't', 'i', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'S', 'r', 'i']	0.823	0.808	0.939
ɯmke stu nɯ ɯpa pjɯɕthɯzn	ɯmke ɯstu nɯ pa pjɯɕthɯz nɤ	['ɯ', 'm', 'k', 'e', 'S', '*', 's', 't', 'u', 'S', 'n', 'ɯ', 'S', 'ɯ', 'p', 'a', 'S', 'p', 'j', 'ɯ', 'ɕ', 't', 'h', 'ɯ', 'z', '*', 'n', '*']	['ɯ', 'm', 'k', 'e', 'S', 'ɯ', 's', 't', 'u', 'S', 'n', 'ɯ', 'S', '*', 'p', 'a', 'S', 'p', 'j', 'ɯ', 'ɕ', 't', 'h', 'ɯ', 'z', 'S', 'n', 'ɤ']	0.864	0.859	0.929
tɕe nɯnɯ ɯjwaʁ nɯnɯ kɯtɕɤr tsa ci li ɯku lukɯɤmtɕoʁ kɯfse ci ŋu tɕ	tɕe nɯnɯ ɯjwaʁ nɯnɯ kɯtɕɤr tsa ci li ɯku lukɯɤmtɕoʁ kɯfse ci ŋu tɕe	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɯ', 'j', 'w', 'a', 'ʁ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'k', 'ɯ', 't', 'ɕ', 'ɤ', 'r', 'S', 't', 's', 'a', 'S', 'c', 'i', 'S', 'l', 'i', 'S', 'ɯ', 'k', 'u', 'S', 'l', 'u', 'k', 'ɯ', 'ɤ', 'm', 't', 'ɕ', 'o', 'ʁ', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'c', 'i', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', '*']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɯ', 'j', 'w', 'a', 'ʁ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'k', 'ɯ', 't', 'ɕ', 'ɤ', 'r', 'S', 't', 's', 'a', 'S', 'c', 'i', 'S', 'l', 'i', 'S', 'ɯ', 'k', 'u', 'S', 'l', 'u', 'k', 'ɯ', 'ɤ', 'm', 't', 'ɕ', 'o', 'ʁ', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'c', 'i', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	0.948	0.986	0.957
tɕe tonɤmtsɯmtsaʁn	tɕe tonɤmtsɯmtsaʁnɯ	['t', 'ɕ', 'e', 'S', 't', 'o', 'n', 'ɤ', 'm', 't', 's', 'ɯ', 'm', 't', 's', 'a', 'ʁ', 'n', '*']	['t', 'ɕ', 'e', 'S', 't', 'o', 'n', 'ɤ', 'm', 't', 's', 'ɯ', 'm', 't', 's', 'a', 'ʁ', 'n', 'ɯ']	0.897	0.962	0.923
nɯnɯ athɤrji nɯ ɲɯmbrɤt tɕe ɯndɤcu ri li tɯji ci kundzoʁ ŋu tɕ	nɯnɯ athɯɤri nɯ ɲɯmbrɤt tɕe ɯndɤcu ri li tɯji ci kundzoʁ tɕe	['n', 'ɯ', 'n', 'ɯ', 'S', 'a', 't', 'h', '*', 'ɤ', 'r', 'j', 'i', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'm', 'b', 'r', 'ɤ', 't', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 'n', 'd', 'ɤ', 'c', 'u', 'S', 'r', 'i', 'S', 'l', 'i', 'S', 't', 'ɯ', 'j', 'i', 'S', 'c', 'i', 'S', 'k', 'u', 'n', 'd', 'z', 'o', 'ʁ', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', '*']	['n', 'ɯ', 'n', 'ɯ', 'S', 'a', 't', 'h', 'ɯ', 'ɤ', 'r', '*', 'i', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'm', 'b', 'r', 'ɤ', 't', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 'n', 'd', 'ɤ', 'c', 'u', 'S', 'r', 'i', 'S', 'l', 'i', 'S', 't', 'ɯ', 'j', 'i', 'S', 'c', 'i', 'S', 'k', 'u', 'n', 'd', 'z', 'o', 'ʁ', '*', '*', '*', 'S', 't', 'ɕ', 'e']	0.881	0.934	0.883
pjɯru qhe tɕeki tɯci ɯŋgɯ ɯʑo pɯkɯntɕhɤr nɯ pjɤmt	pjɯru qhe tɕe ki tɯci ɯŋgɯ ɯʑo pɯkɯntɕhɤr nɯ pjɤmto	['p', 'j', 'ɯ', 'r', 'u', 'S', 'q', 'h', 'e', 'S', 't', 'ɕ', 'e', '*', 'k', 'i', 'S', 't', 'ɯ', 'c', 'i', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'ɯ', 'ʑ', 'o', 'S', 'p', 'ɯ', 'k', 'ɯ', 'n', 't', 'ɕ', 'h', 'ɤ', 'r', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'm', 't', '*']	['p', 'j', 'ɯ', 'r', 'u', 'S', 'q', 'h', 'e', 'S', 't', 'ɕ', 'e', 'S', 'k', 'i', 'S', 't', 'ɯ', 'c', 'i', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'ɯ', 'ʑ', 'o', 'S', 'p', 'ɯ', 'k', 'ɯ', 'n', 't', 'ɕ', 'h', 'ɤ', 'r', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'm', 't', 'o']	0.937	0.972	0.955
tɕe nɯnɯ tɕe tɕe nɯnɯ tɤtu tɕe tɕ	tɕe nɯnɯ tɕe tɕe nɯnɯ ɯtɤtu tɕe tɕe	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', '*', 't', 'ɤ', 't', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', '*']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɯ', 't', 'ɤ', 't', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e']	0.864	0.956	0.889
nɯ mɤʑɯ tɕe tɕe ɬɤndʐi ʁnɯz nɯ nɯnɯ sakaβ ɯrkɯ nɯtɕu li ɲɤkɤtɯɣndʑici pjɤrɯkhɤcɤlndʑ	nɯ ɯmɯr ʑo tɕe tɕe ɬɤndʐi ʁnɯz nɯ nɯnɯ sakaβ ɯrkɯ nɯtɕu li ɲɤkɤtɯɣndʑi ci pjɤrɯkhɤcɤlndʑi	['n', 'ɯ', 'S', '*', 'm', '*', '*', 'ɤ', 'ʑ', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'ɬ', 'ɤ', 'n', 'd', 'ʐ', 'i', 'S', 'ʁ', 'n', 'ɯ', 'z', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 's', 'a', 'k', 'a', 'β', 'S', 'ɯ', 'r', 'k', 'ɯ', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'l', 'i', 'S', 'ɲ', 'ɤ', 'k', 'ɤ', 't', 'ɯ', 'ɣ', 'n', 'd', 'ʑ', 'i', '*', 'c', 'i', 'S', 'p', 'j', 'ɤ', 'r', 'ɯ', 'k', 'h', 'ɤ', 'c', 'ɤ', 'l', 'n', 'd', 'ʑ', '*']	['n', 'ɯ', 'S', 'ɯ', 'm', 'ɯ', 'r', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'ɬ', 'ɤ', 'n', 'd', 'ʐ', 'i', 'S', 'ʁ', 'n', 'ɯ', 'z', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 's', 'a', 'k', 'a', 'β', 'S', 'ɯ', 'r', 'k', 'ɯ', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'l', 'i', 'S', 'ɲ', 'ɤ', 'k', 'ɤ', 't', 'ɯ', 'ɣ', 'n', 'd', 'ʑ', 'i', 'S', 'c', 'i', 'S', 'p', 'j', 'ɤ', 'r', 'ɯ', 'k', 'h', 'ɤ', 'c', 'ɤ', 'l', 'n', 'd', 'ʑ', 'i']	0.914	0.939	0.959
tɕe nɯ qrose ŋ	tɕe nɯ qrose ŋu	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'q', 'r', 'o', 's', 'e', 'S', 'ŋ', '*']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'q', 'r', 'o', 's', 'e', 'S', 'ŋ', 'u']	0.846	0.923	0.923
tɕe ɯsroʁ kɤri ra tot	tɕe ɯsro kɤri ra toti	['t', 'ɕ', 'e', 'S', 'ɯ', 's', 'r', 'o', 'ʁ', 'S', 'k', 'ɤ', 'r', 'i', 'S', 'r', 'a', 'S', 't', 'o', 't', '*']	['t', 'ɕ', 'e', 'S', 'ɯ', 's', 'r', 'o', '*', 'S', 'k', 'ɤ', 'r', 'i', 'S', 'r', 'a', 'S', 't', 'o', 't', 'i']	0.833	0.893	0.857
lutɯfsoʁ ʑo qhe tɯrɤma tuʑe ɲɯŋ	zlɯtɯfsoʁ ʑo qhe tɯrɤma tuʑe	['*', 'l', 'u', 't', 'ɯ', 'f', 's', 'o', 'ʁ', 'S', 'ʑ', 'o', 'S', 'q', 'h', 'e', 'S', 't', 'ɯ', 'r', 'ɤ', 'm', 'a', 'S', 't', 'u', 'ʑ', 'e', 'S', 'ɲ', 'ɯ', 'ŋ']	['z', 'l', 'ɯ', 't', 'ɯ', 'f', 's', 'o', 'ʁ', 'S', 'ʑ', 'o', 'S', 'q', 'h', 'e', 'S', 't', 'ɯ', 'r', 'ɤ', 'm', 'a', 'S', 't', 'u', 'ʑ', 'e', '*', '*', '*', '*']	0.772	0.889	0.808
tɕe nɯnɯ stoʁ nɯ tɕe thamtha	tɕe nɯnɯ stoʁ nɯnɯ tɕe thamtham	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 's', 't', 'o', 'ʁ', 'S', 'n', 'ɯ', '*', '*', 'S', 't', 'ɕ', 'e', 'S', 't', 'h', 'a', 'm', 't', 'h', 'a', '*']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 's', 't', 'o', 'ʁ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'h', 'a', 'm', 't', 'h', 'a', 'm']	0.875	0.923	0.923
tɕeri nɤkinɯ tɕandu nɯ kɯ rkoŋɟɤl nɯ kunɤzde pjɤŋu tɕe tɕendɤr	tɕeri nɤkinɯ tqiandu nɯ kɯ rkoŋɟɤl nɯ kunɤzde pjɤŋu tɕe tɕendɤre	['t', 'ɕ', 'e', 'r', 'i', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 't', '*', 'ɕ', 'a', 'n', 'd', 'u', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'r', 'k', 'o', 'ŋ', 'ɟ', 'ɤ', 'l', 'S', 'n', 'ɯ', 'S', 'k', 'u', 'n', 'ɤ', 'z', 'd', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', '*']	['t', 'ɕ', 'e', 'r', 'i', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 't', 'q', 'i', 'a', 'n', 'd', 'u', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'r', 'k', 'o', 'ŋ', 'ɟ', 'ɤ', 'l', 'S', 'n', 'ɯ', 'S', 'k', 'u', 'n', 'ɤ', 'z', 'd', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.888	0.93	0.943
ʁnɯtɤkhrɤz χsɯtɤkhrɤz jamar kɯtu t	nɯnɯ ʁnɯtɤkhrɤz χsɯtɤkhrɤz jamar kɯtu tu	['*', '*', '*', '*', '*', 'ʁ', 'n', 'ɯ', 't', 'ɤ', 'k', 'h', 'r', 'ɤ', 'z', 'S', 'χ', 's', 'ɯ', 't', 'ɤ', 'k', 'h', 'r', 'ɤ', 'z', 'S', 'j', 'a', 'm', 'a', 'r', 'S', 'k', 'ɯ', 't', 'u', 'S', 't', '*']	['n', 'ɯ', 'n', 'ɯ', 'S', 'ʁ', 'n', 'ɯ', 't', 'ɤ', 'k', 'h', 'r', 'ɤ', 'z', 'S', 'χ', 's', 'ɯ', 't', 'ɤ', 'k', 'h', 'r', 'ɤ', 'z', 'S', 'j', 'a', 'm', 'a', 'r', 'S', 'k', 'ɯ', 't', 'u', 'S', 't', 'u']	0.871	0.896	0.941
nɯ tɕu tɕe tɕendɤr	nɯtɕu tɕe tɕendɤre	['n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', '*']	['n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.873	0.879	0.879
tonɯqambɯmbjom toɕ	tonɯqambɯmbjom toɕe	['t', 'o', 'n', 'ɯ', 'q', 'a', 'm', 'b', 'ɯ', 'm', 'b', 'j', 'o', 'm', 'S', 't', 'o', 'ɕ', '*']	['t', 'o', 'n', 'ɯ', 'q', 'a', 'm', 'b', 'ɯ', 'm', 'b', 'j', 'o', 'm', 'S', 't', 'o', 'ɕ', 'e']	0.846	0.923	0.923
tɕe nɯnɯ túwɣɣɯɕkat tɕe ɯsno ɣɯ́ta mɯ́jra matɕi	tɕe nɯnɯ túwɣɣɯɕka tɕe ɯsno ɣɯta mɯ́jra matɕi	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'u', '́', 'w', 'ɣ', 'ɣ', 'ɯ', 'ɕ', 'k', 'a', 't', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 's', 'n', 'o', 'S', 'ɣ', 'ɯ', '́', 't', 'a', 'S', 'm', 'ɯ', '́', 'j', 'r', 'a', 'S', 'm', 'a', 't', 'ɕ', 'i']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'u', '́', 'w', 'ɣ', 'ɣ', 'ɯ', 'ɕ', 'k', 'a', '*', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 's', 'n', 'o', 'S', 'ɣ', 'ɯ', '*', 't', 'a', 'S', 'm', 'ɯ', '́', 'j', 'r', 'a', 'S', 'm', 'a', 't', 'ɕ', 'i']	0.932	0.947	0.974
nɤki pɤjkhu nɯtɕu pjɤnnɯrŋg	nɤki pɤjkhu nɯtɕu pjɤnɯrŋgɯ	['n', 'ɤ', 'k', 'i', 'S', 'p', 'ɤ', 'j', 'k', 'h', 'u', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'p', 'j', 'ɤ', 'n', 'n', 'ɯ', 'r', 'ŋ', 'g', '*']	['n', 'ɤ', 'k', 'i', 'S', 'p', 'ɤ', 'j', 'k', 'h', 'u', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'p', 'j', 'ɤ', 'n', '*', 'ɯ', 'r', 'ŋ', 'g', 'ɯ']	0.916	0.917	0.922
ɯmɤlɤjaʁ kɯnɤ ʑo ɲɯɣɯrn	ɯmɤlɤjaʁ ra kɯnɤ ʑo ɲɯɣɯrni	['ɯ', 'm', 'ɤ', 'l', 'ɤ', 'j', 'a', 'ʁ', 'S', '*', '*', '*', 'k', 'ɯ', 'n', 'ɤ', 'S', 'ʑ', 'o', 'S', 'ɲ', 'ɯ', 'ɣ', 'ɯ', 'r', 'n', '*']	['ɯ', 'm', 'ɤ', 'l', 'ɤ', 'j', 'a', 'ʁ', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 'ʑ', 'o', 'S', 'ɲ', 'ɯ', 'ɣ', 'ɯ', 'r', 'n', 'i']	0.835	0.868	0.941
chɯɕe ɕɯŋgɯ tɕ	uɕe ɕɯŋgɯ tɕe	['c', 'h', 'ɯ', 'ɕ', 'e', 'S', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 't', 'ɕ', '*']	['*', '*', 'u', 'ɕ', 'e', 'S', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 't', 'ɕ', 'e']	0.588	0.773	0.697
ʁnɯsŋi pjɤrɤʑinɯ tɕe tɕe nɯ ɯfsosoz nɯtɕu tɕe tɕendɤre nɤk	nɯ sŋi pjɤrɤʑinɯ tɕe tɕe nɯ ɯfso ɯfsoz nɯtɕu tɕe tɕendɤre nɤki	['ʁ', 'n', 'ɯ', '*', 's', 'ŋ', 'i', 'S', 'p', 'j', 'ɤ', 'r', 'ɤ', 'ʑ', 'i', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'ɯ', 'f', 's', 'o', '*', '*', '*', 's', 'o', 'z', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɤ', 'k', '*']	['*', 'n', 'ɯ', 'S', 's', 'ŋ', 'i', 'S', 'p', 'j', 'ɤ', 'r', 'ɤ', 'ʑ', 'i', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'ɯ', 'f', 's', 'o', 'S', 'ɯ', 'f', 's', 'o', 'z', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɤ', 'k', 'i']	0.876	0.901	0.909
iɕqha tama ɯkɯβzu ra ɣɯ nɯkɯm nɯ tɕu jozɣɯtndʑ	iɕqha tama kúwɣβzu ra ɣɯ nɯkɯm nɯtɕu jozɣɯtndʑi	['i', 'ɕ', 'q', 'h', 'a', 'S', 't', 'a', 'm', 'a', 'S', '*', '*', 'ɯ', 'k', 'ɯ', 'β', 'z', 'u', 'S', 'r', 'a', 'S', 'ɣ', 'ɯ', 'S', 'n', 'ɯ', 'k', 'ɯ', 'm', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 'j', 'o', 'z', 'ɣ', 'ɯ', 't', 'n', 'd', 'ʑ', '*']	['i', 'ɕ', 'q', 'h', 'a', 'S', 't', 'a', 'm', 'a', 'S', 'k', 'u', '́', 'w', 'ɣ', 'β', 'z', 'u', 'S', 'r', 'a', 'S', 'ɣ', 'ɯ', 'S', 'n', 'ɯ', 'k', 'ɯ', 'm', 'S', 'n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 'j', 'o', 'z', 'ɣ', 'ɯ', 't', 'n', 'd', 'ʑ', 'i']	0.806	0.797	0.917
