Reference	Prediction	Ref_char	Pred_char	F_score_char	Precision_char	Recall_char	Lev_dist_char
tɕendɤre tɤwi nɯ kɯ tɕhi kɯfse ʑo nɯ pjɤfɕɤt tɕendɤre	tɕendɤre tɤwi nɯ kɯ tɕhi sɯfse ʑo nɯ pjɤftɕɤt tɕe tɕendɤre	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'ɤ', 'w', 'i', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'h', 'i', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'f', '*', 'ɕ', 'ɤ', 't', '*', '*', '*', '*', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'ɤ', 'w', 'i', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'h', 'i', 'S', 's', 'ɯ', 'f', 's', 'e', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'f', 't', 'ɕ', 'ɤ', 't', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.896	0.937	0.925	0.9454545454545454
tɕendɤre tɯsla ɲɤɕqhlɤt	tɕendɤre tɯsla ɲɤɕqhlɤt	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'ɯ', 's', 'l', 'a', 'S', 'ɲ', 'ɤ', 'ɕ', 'q', 'h', 'l', 'ɤ', 't']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'ɯ', 's', 'l', 'a', 'S', 'ɲ', 'ɤ', 'ɕ', 'q', 'h', 'l', 'ɤ', 't']	1.0	1.0	1.0	1.0
nɯra kɯ  tɯrme ra kɯ tɕe aʑo armi nɯ stu ʑo kɯmpɕɤr tusɯpanɯ ɲɯŋu	nɯra kɯ tɯrme ra kɯ tɕe aʑo ɯrmi nɯnɯ stu ʑo kɯmpɕɤr tusɯpanɯ ɲɯŋu	['n', 'ɯ', 'r', 'a', 'S', 'k', 'ɯ', 'S', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'a', 'ʑ', 'o', 'S', 'a', 'r', 'm', 'i', 'S', '*', '*', 'n', 'ɯ', 'S', 's', 't', 'u', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 't', 'u', 's', 'ɯ', 'p', 'a', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	['n', 'ɯ', 'r', 'a', 'S', 'k', 'ɯ', 'S', '*', 't', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'a', 'ʑ', 'o', 'S', 'ɯ', 'r', 'm', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 's', 't', 'u', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 't', 'u', 's', 'ɯ', 'p', 'a', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	0.93	0.928	0.936	0.9692307692307692
tɕe nɤki qhe nɯ kɯki nɯ arkɯ ɣzɯ nɯra tɕhi kɯfse ɲɯŋunɯ toti ɲɯŋu ri	tɕe nɤki qhe nɤkɯki mnɯ arkɯ ɣɯ nɤki βzɯ nɯra tɕhi kɯfse ɲɯŋu toti ɲɯŋu ri	['t', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'q', 'h', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'k', 'i', 'S', '*', 'n', 'ɯ', 'S', 'a', 'r', 'k', 'ɯ', 'S', 'ɣ', '*', '*', '*', '*', '*', '*', '*', '*', 'z', 'ɯ', 'S', 'n', 'ɯ', 'r', 'a', 'S', 't', 'ɕ', 'h', 'i', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'n', 'ɯ', 'S', 't', 'o', 't', 'i', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'S', 'r', 'i']	['t', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'q', 'h', 'e', 'S', 'n', '*', 'ɤ', 'k', 'ɯ', 'k', 'i', 'S', 'm', 'n', 'ɯ', 'S', 'a', 'r', 'k', 'ɯ', 'S', 'ɣ', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'β', 'z', 'ɯ', 'S', 'n', 'ɯ', 'r', 'a', 'S', 't', 'ɕ', 'h', 'i', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', '*', '*', 'S', 't', 'o', 't', 'i', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'S', 'r', 'i']	0.827	0.815	0.939	0.9078014184397163
ɯmke stu nɯ ɯpa pjɯɕthɯznɯ	ɯmke ɯstu nɯ pa pjɯɕthɯz nɤ	['ɯ', 'm', 'k', 'e', 'S', '*', 's', 't', 'u', 'S', 'n', 'ɯ', 'S', 'ɯ', 'p', 'a', 'S', 'p', 'j', 'ɯ', 'ɕ', 't', 'h', 'ɯ', 'z', '*', 'n', 'ɯ']	['ɯ', 'm', 'k', 'e', 'S', 'ɯ', 's', 't', 'u', 'S', 'n', 'ɯ', 'S', '*', 'p', 'a', 'S', 'p', 'j', 'ɯ', 'ɕ', 't', 'h', 'ɯ', 'z', 'S', 'n', 'ɤ']	0.86	0.859	0.922	0.9230769230769231
tɕe nɯnɯ ɯjwaʁ nɯnɯ kɯtɕɤr tsa ci li ɯku lukɯɤmtɕoʁ kɯfse ci ŋu tɕe	tɕe nɯnɯ ɯjwaʁ nɯnɯ kɯtɕɤr tsa ci li ɯku lukɯɤmtɕoʁ kɯfse ci ŋu tɕe	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɯ', 'j', 'w', 'a', 'ʁ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'k', 'ɯ', 't', 'ɕ', 'ɤ', 'r', 'S', 't', 's', 'a', 'S', 'c', 'i', 'S', 'l', 'i', 'S', 'ɯ', 'k', 'u', 'S', 'l', 'u', 'k', 'ɯ', 'ɤ', 'm', 't', 'ɕ', 'o', 'ʁ', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'c', 'i', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɯ', 'j', 'w', 'a', 'ʁ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'k', 'ɯ', 't', 'ɕ', 'ɤ', 'r', 'S', 't', 's', 'a', 'S', 'c', 'i', 'S', 'l', 'i', 'S', 'ɯ', 'k', 'u', 'S', 'l', 'u', 'k', 'ɯ', 'ɤ', 'm', 't', 'ɕ', 'o', 'ʁ', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'c', 'i', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	1.0	1.0	1.0	1.0
tɕe tonɤmtsɯmtsaʁnɯ	tɕe tonɤmtsɯmtsaʁnɯ	['t', 'ɕ', 'e', 'S', 't', 'o', 'n', 'ɤ', 'm', 't', 's', 'ɯ', 'm', 't', 's', 'a', 'ʁ', 'n', 'ɯ']	['t', 'ɕ', 'e', 'S', 't', 'o', 'n', 'ɤ', 'm', 't', 's', 'ɯ', 'm', 't', 's', 'a', 'ʁ', 'n', 'ɯ']	1.0	1.0	1.0	1.0
nɯnɯ athɤrji nɯ ɲɯmbrɤt tɕe ɯndɤcu ri li tɯji ci kundzoʁ ŋu tɕe	nɯnɯ athɯɤri nɯ ɲɯmbrɤt tɕe ɯndɤcu ri li tɯji ci kundzoʁ tɕe	['n', 'ɯ', 'n', 'ɯ', 'S', 'a', 't', 'h', '*', 'ɤ', 'r', 'j', 'i', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'm', 'b', 'r', 'ɤ', 't', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 'n', 'd', 'ɤ', 'c', 'u', 'S', 'r', 'i', 'S', 'l', 'i', 'S', 't', 'ɯ', 'j', 'i', 'S', 'c', 'i', 'S', 'k', 'u', 'n', 'd', 'z', 'o', 'ʁ', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	['n', 'ɯ', 'n', 'ɯ', 'S', 'a', 't', 'h', 'ɯ', 'ɤ', 'r', '*', 'i', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'm', 'b', 'r', 'ɤ', 't', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 'n', 'd', 'ɤ', 'c', 'u', 'S', 'r', 'i', 'S', 'l', 'i', 'S', 't', 'ɯ', 'j', 'i', 'S', 'c', 'i', 'S', 'k', 'u', 'n', 'd', 'z', 'o', 'ʁ', '*', '*', '*', 'S', 't', 'ɕ', 'e']	0.894	0.954	0.883	0.9590163934426229
pjɯru qhe tɕeki tɯci ɯŋgɯ ɯʑo pɯkɯntɕhɤr nɯ pjɤmto	pjɯru qhe tɕe ki tɯci ɯŋgɯ ɯʑo pɯkɯntɕhɤr nɯ pjɤmto	['p', 'j', 'ɯ', 'r', 'u', 'S', 'q', 'h', 'e', 'S', 't', 'ɕ', 'e', '*', 'k', 'i', 'S', 't', 'ɯ', 'c', 'i', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'ɯ', 'ʑ', 'o', 'S', 'p', 'ɯ', 'k', 'ɯ', 'n', 't', 'ɕ', 'h', 'ɤ', 'r', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'm', 't', 'o']	['p', 'j', 'ɯ', 'r', 'u', 'S', 'q', 'h', 'e', 'S', 't', 'ɕ', 'e', 'S', 'k', 'i', 'S', 't', 'ɯ', 'c', 'i', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'ɯ', 'ʑ', 'o', 'S', 'p', 'ɯ', 'k', 'ɯ', 'n', 't', 'ɕ', 'h', 'ɤ', 'r', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'm', 't', 'o']	0.952	0.995	0.955	0.99
tɕe nɯnɯ tɕe tɕe nɯnɯ tɤtu tɕe tɕe	tɕe nɯnɯ tɕe tɕe nɯnɯ ɯtɤtu tɕe tɕe	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', '*', 't', 'ɤ', 't', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɯ', 't', 'ɤ', 't', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e']	0.877	0.978	0.889	0.9852941176470589
nɯ mɤʑɯ tɕe tɕe ɬɤndʐi ʁnɯz nɯ nɯnɯ sakaβ ɯrkɯ nɯtɕu li ɲɤkɤtɯɣndʑici pjɤrɯkhɤcɤlndʑi	nɯ ɯmɯr ʑo tɕe tɕe ɬɤndʐi ʁnɯz nɯ nɯnɯ sakaβ ɯrkɯ nɯtɕu li ɲɤkɤtɯɣndʑi ci pjɤrɯkhɤcɤlndʑi	['n', 'ɯ', 'S', '*', 'm', '*', '*', 'ɤ', 'ʑ', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'ɬ', 'ɤ', 'n', 'd', 'ʐ', 'i', 'S', 'ʁ', 'n', 'ɯ', 'z', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 's', 'a', 'k', 'a', 'β', 'S', 'ɯ', 'r', 'k', 'ɯ', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'l', 'i', 'S', 'ɲ', 'ɤ', 'k', 'ɤ', 't', 'ɯ', 'ɣ', 'n', 'd', 'ʑ', 'i', '*', 'c', 'i', 'S', 'p', 'j', 'ɤ', 'r', 'ɯ', 'k', 'h', 'ɤ', 'c', 'ɤ', 'l', 'n', 'd', 'ʑ', 'i']	['n', 'ɯ', 'S', 'ɯ', 'm', 'ɯ', 'r', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'ɬ', 'ɤ', 'n', 'd', 'ʐ', 'i', 'S', 'ʁ', 'n', 'ɯ', 'z', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 's', 'a', 'k', 'a', 'β', 'S', 'ɯ', 'r', 'k', 'ɯ', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'l', 'i', 'S', 'ɲ', 'ɤ', 'k', 'ɤ', 't', 'ɯ', 'ɣ', 'n', 'd', 'ʑ', 'i', 'S', 'c', 'i', 'S', 'p', 'j', 'ɤ', 'r', 'ɯ', 'k', 'h', 'ɤ', 'c', 'ɤ', 'l', 'n', 'd', 'ʑ', 'i']	0.917	0.946	0.959	0.9653179190751445
tɕe nɯ qrose ŋu	tɕe nɯ qrose ŋu	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'q', 'r', 'o', 's', 'e', 'S', 'ŋ', 'u']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'q', 'r', 'o', 's', 'e', 'S', 'ŋ', 'u']	1.0	1.0	1.0	1.0
tɕe ɯsroʁ kɤri ra toti	tɕe ɯsro kɤri ra toti	['t', 'ɕ', 'e', 'S', 'ɯ', 's', 'r', 'o', 'ʁ', 'S', 'k', 'ɤ', 'r', 'i', 'S', 'r', 'a', 'S', 't', 'o', 't', 'i']	['t', 'ɕ', 'e', 'S', 'ɯ', 's', 'r', 'o', '*', 'S', 'k', 'ɤ', 'r', 'i', 'S', 'r', 'a', 'S', 't', 'o', 't', 'i']	0.857	0.929	0.929	0.9761904761904762
lutɯfsoʁ ʑo qhe tɯrɤma tuʑe ɲɯŋu	zlɯtɯfsoʁ ʑo qhe tɯrɤma tuʑe	['*', 'l', 'u', 't', 'ɯ', 'f', 's', 'o', 'ʁ', 'S', 'ʑ', 'o', 'S', 'q', 'h', 'e', 'S', 't', 'ɯ', 'r', 'ɤ', 'm', 'a', 'S', 't', 'u', 'ʑ', 'e', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	['z', 'l', 'ɯ', 't', 'ɯ', 'f', 's', 'o', 'ʁ', 'S', 'ʑ', 'o', 'S', 'q', 'h', 'e', 'S', 't', 'ɯ', 'r', 'ɤ', 'm', 'a', 'S', 't', 'u', 'ʑ', 'e', '*', '*', '*', '*', '*']	0.765	0.889	0.8	0.8813559322033898
tɕe nɯnɯ stoʁ nɯ tɕe thamtham	tɕe nɯnɯ stoʁ nɯnɯ tɕe thamtham	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 's', 't', 'o', 'ʁ', 'S', 'n', 'ɯ', '*', '*', 'S', 't', 'ɕ', 'e', 'S', 't', 'h', 'a', 'm', 't', 'h', 'a', 'm']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 's', 't', 'o', 'ʁ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'h', 'a', 'm', 't', 'h', 'a', 'm']	0.901	0.962	0.923	0.9661016949152542
tɕeri nɤkinɯ tɕandu nɯ kɯ rkoŋɟɤl nɯ kunɤzde pjɤŋu tɕe tɕendɤre	tɕeri nɤkinɯ tqiandu nɯ kɯ rkoŋɟɤl nɯ kunɤzde pjɤŋu tɕe tɕendɤre	['t', 'ɕ', 'e', 'r', 'i', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 't', '*', 'ɕ', 'a', 'n', 'd', 'u', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'r', 'k', 'o', 'ŋ', 'ɟ', 'ɤ', 'l', 'S', 'n', 'ɯ', 'S', 'k', 'u', 'n', 'ɤ', 'z', 'd', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	['t', 'ɕ', 'e', 'r', 'i', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 't', 'q', 'i', 'a', 'n', 'd', 'u', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'r', 'k', 'o', 'ŋ', 'ɟ', 'ɤ', 'l', 'S', 'n', 'ɯ', 'S', 'k', 'u', 'n', 'ɤ', 'z', 'd', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.894	0.939	0.943	0.9841269841269841
ʁnɯtɤkhrɤz χsɯtɤkhrɤz jamar kɯtu tu	nɯnɯ ʁnɯtɤkhrɤz χsɯtɤkhrɤz jamar kɯtu tu	['*', '*', '*', '*', '*', 'ʁ', 'n', 'ɯ', 't', 'ɤ', 'k', 'h', 'r', 'ɤ', 'z', 'S', 'χ', 's', 'ɯ', 't', 'ɤ', 'k', 'h', 'r', 'ɤ', 'z', 'S', 'j', 'a', 'm', 'a', 'r', 'S', 'k', 'ɯ', 't', 'u', 'S', 't', 'u']	['n', 'ɯ', 'n', 'ɯ', 'S', 'ʁ', 'n', 'ɯ', 't', 'ɤ', 'k', 'h', 'r', 'ɤ', 'z', 'S', 'χ', 's', 'ɯ', 't', 'ɤ', 'k', 'h', 'r', 'ɤ', 'z', 'S', 'j', 'a', 'm', 'a', 'r', 'S', 'k', 'ɯ', 't', 'u', 'S', 't', 'u']	0.891	0.925	0.941	0.9324324324324325
nɯ tɕu tɕe tɕendɤre	nɯtɕu tɕe tɕendɤre	['n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	['n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.891	0.909	0.97	0.9722222222222222
tonɯqambɯmbjom toɕe	tonɯqambɯmbjom toɕe	['t', 'o', 'n', 'ɯ', 'q', 'a', 'm', 'b', 'ɯ', 'm', 'b', 'j', 'o', 'm', 'S', 't', 'o', 'ɕ', 'e']	['t', 'o', 'n', 'ɯ', 'q', 'a', 'm', 'b', 'ɯ', 'm', 'b', 'j', 'o', 'm', 'S', 't', 'o', 'ɕ', 'e']	1.0	1.0	1.0	1.0
tɕe nɯnɯ túwɣɣɯɕkat tɕe ɯsno ɣɯ́ta mɯ́jra matɕi 	tɕe nɯnɯ túwɣɣɯɕka tɕe ɯsno ɣɯta mɯ́jra matɕi	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'u', '́', 'w', 'ɣ', 'ɣ', 'ɯ', 'ɕ', 'k', 'a', 't', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 's', 'n', 'o', 'S', 'ɣ', 'ɯ', '́', 't', 'a', 'S', 'm', 'ɯ', '́', 'j', 'r', 'a', 'S', 'm', 'a', 't', 'ɕ', 'i', 'S']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'u', '́', 'w', 'ɣ', 'ɣ', 'ɯ', 'ɕ', 'k', 'a', '*', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 's', 'n', 'o', 'S', 'ɣ', 'ɯ', '*', 't', 'a', 'S', 'm', 'ɯ', '́', 'j', 'r', 'a', 'S', 'm', 'a', 't', 'ɕ', 'i', '*']	0.929	0.947	0.967	0.9680851063829787
nɤki pɤjkhu nɯtɕu pjɤnnɯrŋgɯ	nɤki pɤjkhu nɯtɕu pjɤnɯrŋgɯ	['n', 'ɤ', 'k', 'i', 'S', 'p', 'ɤ', 'j', 'k', 'h', 'u', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'p', 'j', 'ɤ', 'n', 'n', 'ɯ', 'r', 'ŋ', 'g', 'ɯ']	['n', 'ɤ', 'k', 'i', 'S', 'p', 'ɤ', 'j', 'k', 'h', 'u', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'p', 'j', 'ɤ', 'n', '*', 'ɯ', 'r', 'ŋ', 'g', 'ɯ']	0.929	0.938	0.984	0.9814814814814815
ɯmɤlɤjaʁ kɯnɤ ʑo ɲɯɣɯrni	ɯmɤlɤjaʁ ra kɯnɤ ʑo ɲɯɣɯrni	['ɯ', 'm', 'ɤ', 'l', 'ɤ', 'j', 'a', 'ʁ', 'S', '*', '*', '*', 'k', 'ɯ', 'n', 'ɤ', 'S', 'ʑ', 'o', 'S', 'ɲ', 'ɯ', 'ɣ', 'ɯ', 'r', 'n', 'i']	['ɯ', 'm', 'ɤ', 'l', 'ɤ', 'j', 'a', 'ʁ', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 'ʑ', 'o', 'S', 'ɲ', 'ɯ', 'ɣ', 'ɯ', 'r', 'n', 'i']	0.894	0.926	0.941	0.94
chɯɕe ɕɯŋgɯ tɕe	uɕe ɕɯŋgɯ tɕe	['c', 'h', 'ɯ', 'ɕ', 'e', 'S', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 't', 'ɕ', 'e']	['*', '*', 'u', 'ɕ', 'e', 'S', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 't', 'ɕ', 'e']	0.618	0.818	0.788	0.8888888888888888
ʁnɯsŋi pjɤrɤʑinɯ tɕe tɕe nɯ ɯfsosoz nɯtɕu tɕe tɕendɤre nɤki	nɯ sŋi pjɤrɤʑinɯ tɕe tɕe nɯ ɯfso ɯfsoz nɯtɕu tɕe tɕendɤre nɤki	['ʁ', 'n', 'ɯ', '*', 's', 'ŋ', 'i', 'S', 'p', 'j', 'ɤ', 'r', 'ɤ', 'ʑ', 'i', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'ɯ', 'f', 's', 'o', '*', '*', '*', 's', 'o', 'z', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɤ', 'k', 'i']	['*', 'n', 'ɯ', 'S', 's', 'ŋ', 'i', 'S', 'p', 'j', 'ɤ', 'r', 'ɤ', 'ʑ', 'i', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'ɯ', 'f', 's', 'o', 'S', 'ɯ', 'f', 's', 'o', 'z', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɤ', 'k', 'i']	0.885	0.916	0.909	0.9583333333333334
iɕqha tama ɯkɯβzu ra ɣɯ nɯkɯm nɯ tɕu jozɣɯtndʑi	iɕqha tama kúwɣβzu ra ɣɯ nɯkɯm nɯtɕu jozɣɯtndʑi	['i', 'ɕ', 'q', 'h', 'a', 'S', 't', 'a', 'm', 'a', 'S', '*', '*', 'ɯ', 'k', 'ɯ', 'β', 'z', 'u', 'S', 'r', 'a', 'S', 'ɣ', 'ɯ', 'S', 'n', 'ɯ', 'k', 'ɯ', 'm', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 'j', 'o', 'z', 'ɣ', 'ɯ', 't', 'n', 'd', 'ʑ', 'i']	['i', 'ɕ', 'q', 'h', 'a', 'S', 't', 'a', 'm', 'a', 'S', 'k', 'u', '́', 'w', 'ɣ', 'β', 'z', 'u', 'S', 'r', 'a', 'S', 'ɣ', 'ɯ', 'S', 'n', 'ɯ', 'k', 'ɯ', 'm', 'S', 'n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 'j', 'o', 'z', 'ɣ', 'ɯ', 't', 'n', 'd', 'ʑ', 'i']	0.82	0.819	0.917	0.9361702127659575
nɯnɯ ra nɯ ɯŋgɯ li kɯmaʁ tɤmthɯm chɯrɤɣndinɯ tɕe	nɯnɯra nɯ ɯŋgɯ li kɯmaʁ tɤmthɯm chɯrɤɣndinɯ tɕe	['n', 'ɯ', 'n', 'ɯ', 'S', 'r', 'a', 'S', 'n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'l', 'i', 'S', 'k', 'ɯ', 'm', 'a', 'ʁ', 'S', 't', 'ɤ', 'm', 't', 'h', 'ɯ', 'm', 'S', 'c', 'h', 'ɯ', 'r', 'ɤ', 'ɣ', 'n', 'd', 'i', 'n', 'ɯ', 'S', 't', 'ɕ', 'e']	['n', 'ɯ', 'n', 'ɯ', '*', 'r', 'a', 'S', 'n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'l', 'i', 'S', 'k', 'ɯ', 'm', 'a', 'ʁ', 'S', 't', 'ɤ', 'm', 't', 'h', 'ɯ', 'm', 'S', 'c', 'h', 'ɯ', 'r', 'ɤ', 'ɣ', 'n', 'd', 'i', 'n', 'ɯ', 'S', 't', 'ɕ', 'e']	0.949	0.952	0.994	0.9893617021276596
ɯmɯntoʁ li ɯmɯntoʁ ɣɯ ɯjwaʁ kɯfse nɯnɯ	ɯmɯntoʁ nɯnɯ li ɯmɯntoʁ ɣɯ ɯjwaʁ kɯfse nɯnɯ	['ɯ', 'm', 'ɯ', 'n', 't', 'o', 'ʁ', 'S', '*', '*', '*', '*', '*', 'l', 'i', 'S', 'ɯ', 'm', 'ɯ', 'n', 't', 'o', 'ʁ', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'j', 'w', 'a', 'ʁ', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ']	['ɯ', 'm', 'ɯ', 'n', 't', 'o', 'ʁ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'l', 'i', 'S', 'ɯ', 'm', 'ɯ', 'n', 't', 'o', 'ʁ', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'j', 'w', 'a', 'ʁ', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ']	0.924	0.963	0.944	0.9375
